Product ID;Ürün Adı;SKU;Barkod;Normal Fiyat;İndirimli Fiyat
3bae5445-aca1-44d4-be79-831a831c963a;Askılı Mini Elbise Sarı;24Y06923;6029702914109;1500;748.95
3bae5445-aca1-44d4-be79-831a831c963a;Askılı Mini Elbise Sarı;24Y06923;6029702914110;1500;748.95
3bae5445-aca1-44d4-be79-831a831c963a;Askılı Mini Elbise Sarı;24Y06923;6029702914111;1500;748.95
3bae5445-aca1-44d4-be79-831a831c963a;Askılı Mini Elbise Sarı;24Y06923;6029702914112;1500;748.95
7778ebe4-14dd-49b2-b71a-47904f2cfb91;Askılı Mini Elbise Siyah;24Y06923;6029702914117;1500;748.95
7778ebe4-14dd-49b2-b71a-47904f2cfb91;Askılı Mini Elbise Siyah;24Y06923;6029702914118;1500;748.95
7778ebe4-14dd-49b2-b71a-47904f2cfb91;Askılı Mini Elbise Siyah;24Y06923;6029702914119;1500;748.95
7778ebe4-14dd-49b2-b71a-47904f2cfb91;Askılı Mini Elbise Siyah;24Y06923;6029702914120;1500;748.95
9f38b082-228c-413f-98cf-dc0bc95e7558;Askılı Pembe Desenli Yelek;24Y00455;6029702914150;997.5;500.95
9f38b082-228c-413f-98cf-dc0bc95e7558;Askılı Pembe Desenli Yelek;24Y00455;6029702914151;997.5;500.95
9f38b082-228c-413f-98cf-dc0bc95e7558;Askılı Pembe Desenli Yelek;24Y00455;6029702914152;997.5;500.95
